,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,id,Race
2435,Bachelors,2013,Pune,2,28.0,Female,No,5,2435,black
244,Bachelors,2014,Bangalore,3,27.0,Male,No,3,244,white
1066,PHD,2015,New Delhi,2,25.0,Female,No,2,1066,white
509,Bachelors,2018,Bangalore,3,30.0,Male,No,2,509,white
2424,Bachelors,2014,Bangalore,3,29.0,Male,No,5,2424,white
3934,Bachelors,2015,Bangalore,3,37.0,Female,No,2,3934,black
2296,Bachelors,2012,Bangalore,3,29.0,Male,No,2,2296,white
3444,Bachelors,2014,New Delhi,3,42.0,Female,No,3,3444,white
3650,Bachelors,2015,Bangalore,3,42.0,Male,No,5,3650,black
2373,Bachelors,2016,Bangalore,3,27.0,Male,No,4,2373,black
2091,Bachelors,2013,Pune,2,29.0,Female,No,1,2091,white
3263,Bachelors,2012,Pune,3,33.0,Female,No,5,3263,yellow
2503,Masters,2014,Pune,3,32.0,Male,No,0,2503,white
4442,PHD,2018,Bangalore,3,34.0,Male,No,2,4442,white
4010,Bachelors,2018,Bangalore,3,33.0,Female,No,2,4010,white
1477,PHD,2018,New Delhi,3,26.0,Female,No,2,1477,white
715,Bachelors,2016,Bangalore,3,28.0,Male,No,4,715,white
414,Masters,2015,Bangalore,2,28.0,Female,No,4,414,white
1436,Bachelors,2017,New Delhi,2,29.0,Female,No,0,1436,white
1678,Bachelors,2017,New Delhi,3,27.0,Female,No,3,1678,white
2162,Bachelors,2014,Pune,2,28.0,Female,No,5,2162,white
1827,Bachelors,2014,Pune,3,30.0,Male,No,0,1827,white
493,Bachelors,2016,Bangalore,3,29.0,Male,No,5,493,white
2882,Bachelors,2016,Pune,2,32.0,Female,No,1,2882,black
4581,Bachelors,2018,Bangalore,3,28.0,Male,No,4,4581,white
1376,Bachelors,2015,Pune,2,25.0,Female,No,2,1376,white
4071,Masters,2015,Pune,2,35.0,Female,No,2,4071,white
4292,PHD,2017,New Delhi,3,36.0,Female,No,3,4292,black
3753,Masters,2013,New Delhi,3,34.0,Male,No,2,3753,black
890,Bachelors,2017,Pune,3,29.0,Male,No,3,890,white
169,Masters,2015,New Delhi,3,28.0,Male,No,4,169,white
2796,PHD,2018,New Delhi,2,32.0,Female,No,4,2796,white
2545,Bachelors,2016,Bangalore,3,30.0,Male,No,5,2545,white
2531,Bachelors,2014,Pune,3,28.0,Female,No,4,2531,white
2570,Bachelors,2013,Bangalore,3,29.0,Male,No,5,2570,white
3991,Bachelors,2017,Pune,2,23.0,Male,No,0,3991,white
3000,Masters,2017,Pune,2,39.0,Male,No,2,3000,white
712,Bachelors,2014,Pune,2,25.0,Female,No,2,712,black
1356,Masters,2013,New Delhi,2,25.0,Male,No,2,1356,white
1315,Bachelors,2018,Bangalore,3,27.0,Male,No,3,1315,white
1220,Masters,2017,New Delhi,2,29.0,Male,No,3,1220,yellow
916,Bachelors,2017,Bangalore,3,29.0,Male,No,5,916,white
2572,Masters,2013,New Delhi,1,31.0,Female,No,2,2572,black
1486,Bachelors,2018,Pune,3,26.0,Male,No,2,1486,white
2769,Bachelors,2016,Bangalore,3,28.0,Male,No,4,2769,white
2793,Masters,2012,New Delhi,3,27.0,Female,No,4,2793,white
3543,Bachelors,2016,Bangalore,3,32.0,Male,No,0,3543,black
2518,Bachelors,2014,Bangalore,3,28.0,Male,No,5,2518,white
1432,Bachelors,2015,Pune,3,26.0,Female,No,2,1432,white
2385,Bachelors,2017,Pune,3,28.0,Male,No,5,2385,white
566,Bachelors,2014,Pune,3,28.0,Male,No,4,566,white
41,Masters,2017,New Delhi,2,24.0,Male,No,1,41,white
422,Bachelors,2016,Bangalore,3,29.0,Male,No,5,422,white
3744,Masters,2017,New Delhi,2,35.0,Male,No,4,3744,white
1241,Bachelors,2013,Pune,3,28.0,Male,No,5,1241,white
2673,Bachelors,2013,New Delhi,3,29.0,Female,No,3,2673,black
4091,Bachelors,2014,Pune,3,33.0,Male,No,2,4091,white
52,Bachelors,2016,Bangalore,3,36.0,Female,No,0,52,yellow
2302,Bachelors,2017,New Delhi,3,29.0,Female,No,5,2302,white
4518,Bachelors,2013,Pune,3,33.0,Male,No,2,4518,white
644,Masters,2016,New Delhi,3,27.0,Female,No,3,644,white
2113,Bachelors,2013,Bangalore,3,29.0,Female,No,1,2113,white
837,Bachelors,2013,New Delhi,3,27.0,Female,No,3,837,white
3445,Bachelors,2013,Bangalore,3,39.0,Male,No,2,3445,black
3475,Bachelors,2017,New Delhi,2,36.0,Female,No,5,3475,white
1156,Bachelors,2015,Pune,3,27.0,Male,No,3,1156,white
4173,Bachelors,2016,Pune,3,26.0,Female,No,2,4173,white
398,Bachelors,2015,Pune,1,27.0,Female,No,4,398,white
2024,Bachelors,2016,Bangalore,3,30.0,Male,No,2,2024,black
783,Bachelors,2015,Pune,2,26.0,Female,No,3,783,black
3962,Bachelors,2016,Pune,3,40.0,Female,No,7,3962,white
3075,Bachelors,2017,Bangalore,3,42.0,Female,No,4,3075,white
283,Masters,2013,New Delhi,3,28.0,Male,No,5,283,white
3477,Bachelors,2013,Pune,3,39.0,Male,No,1,3477,black
2929,Bachelors,2013,Bangalore,3,29.0,Female,Yes,5,2929,white
1252,Masters,2013,Bangalore,3,29.0,Male,No,5,1252,white
2959,Bachelors,2014,Bangalore,3,31.0,Female,No,2,2959,white
1273,Masters,2013,New Delhi,3,29.0,Male,No,2,1273,white
1199,Bachelors,2018,Pune,3,27.0,Male,Yes,3,1199,white
1906,Masters,2017,New Delhi,2,26.0,Male,Yes,2,1906,black
4544,Bachelors,2015,Pune,2,23.0,Female,No,0,4544,black
2998,Bachelors,2018,Pune,3,33.0,Male,No,1,2998,black
3149,Bachelors,2012,Bangalore,3,35.0,Female,No,5,3149,white
3311,Bachelors,2012,Bangalore,3,33.0,Male,Yes,5,3311,white
1712,Bachelors,2015,Bangalore,1,26.0,Female,No,2,1712,white
1141,Bachelors,2012,New Delhi,1,29.0,Female,No,5,1141,white
3925,Masters,2017,Bangalore,2,33.0,Male,No,5,3925,black
4511,Bachelors,2013,Pune,2,40.0,Male,No,0,4511,black
1714,Bachelors,2018,Bangalore,3,27.0,Female,No,4,1714,white
3022,Bachelors,2013,Bangalore,3,38.0,Male,No,4,3022,white
3016,Bachelors,2015,Bangalore,3,37.0,Male,No,5,3016,white
4126,Bachelors,2015,Bangalore,3,36.0,Female,No,1,4126,white
4480,Masters,2018,New Delhi,3,28.0,Male,No,4,4480,black
552,Bachelors,2012,Pune,2,28.0,Female,No,4,552,white
4463,Bachelors,2014,Pune,2,42.0,Female,No,0,4463,white
197,Bachelors,2013,New Delhi,3,29.0,Female,No,5,197,white
1040,Bachelors,2013,Bangalore,3,28.0,Male,No,4,1040,white
4461,Bachelors,2015,Bangalore,3,34.0,Male,Yes,4,4461,white
844,Masters,2017,Pune,2,27.0,Male,No,4,844,white
4102,Bachelors,2018,Bangalore,3,34.0,Male,Yes,0,4102,black
3463,Bachelors,2015,Bangalore,3,42.0,Male,No,0,3463,black
3738,Masters,2017,New Delhi,3,39.0,Male,No,2,3738,white
3133,Bachelors,2014,Pune,2,37.0,Male,No,2,3133,black
1143,Bachelors,2014,Bangalore,3,25.0,Male,No,2,1143,white
3278,Masters,2017,New Delhi,2,39.0,Female,No,4,3278,black
1618,Masters,2017,New Delhi,2,26.0,Male,No,2,1618,white
3968,Bachelors,2017,Bangalore,3,41.0,Male,No,5,3968,white
1026,Bachelors,2014,Bangalore,3,28.0,Male,No,5,1026,white
4393,Bachelors,2014,Bangalore,3,24.0,Female,No,0,4393,white
602,Bachelors,2013,Bangalore,3,29.0,Male,No,1,602,white
1629,Bachelors,2015,Pune,3,27.0,Male,No,3,1629,black
386,Bachelors,2013,Bangalore,3,29.0,Male,No,5,386,black
2620,Masters,2012,New Delhi,3,29.0,Male,No,5,2620,white
4070,Bachelors,2015,Pune,1,24.0,Female,No,0,4070,black
2034,Bachelors,2014,Bangalore,3,27.0,Female,No,4,2034,black
1335,Bachelors,2015,Pune,2,29.0,Female,No,5,1335,white
804,Bachelors,2013,Pune,3,28.0,Male,No,5,804,black
492,Bachelors,2017,Bangalore,3,26.0,Female,No,2,492,black
4143,Masters,2015,Pune,1,24.0,Female,No,1,4143,black
2744,Bachelors,2014,Bangalore,3,30.0,Male,No,4,2744,white
340,Bachelors,2017,Bangalore,3,27.0,Female,No,4,340,white
1109,Bachelors,2016,Bangalore,3,28.0,Male,Yes,4,1109,white
165,Bachelors,2014,Bangalore,3,29.0,Male,No,5,165,black
3739,Bachelors,2016,New Delhi,3,34.0,Male,No,2,3739,white
2483,Bachelors,2013,Bangalore,3,32.0,Female,No,2,2483,black
2939,Bachelors,2012,New Delhi,3,29.0,Female,No,5,2939,white
3146,Bachelors,2014,Bangalore,1,40.0,Male,No,5,3146,white
484,Bachelors,2012,Bangalore,3,26.0,Male,No,2,484,white
4503,Bachelors,2018,Bangalore,3,32.0,Male,Yes,0,4503,black
4288,PHD,2015,New Delhi,1,40.0,Male,No,5,4288,black
421,Bachelors,2015,New Delhi,3,28.0,Male,No,4,421,yellow
154,Bachelors,2016,Pune,2,25.0,Female,No,2,154,white
591,Masters,2016,New Delhi,3,29.0,Male,No,5,591,black
1571,Bachelors,2012,Bangalore,1,29.0,Male,No,3,1571,white
2390,Bachelors,2014,New Delhi,3,32.0,Male,No,1,2390,black
4374,Masters,2017,Pune,2,27.0,Female,No,4,4374,white
378,Bachelors,2014,Bangalore,3,28.0,Male,No,4,378,white
4197,Bachelors,2014,Pune,3,37.0,Female,No,5,4197,white
2172,Bachelors,2012,Bangalore,3,29.0,Male,No,5,2172,white
1051,Bachelors,2014,Bangalore,3,25.0,Male,No,2,1051,white
2114,Masters,2016,Bangalore,3,30.0,Male,No,1,2114,black
4350,Masters,2017,Pune,2,35.0,Female,No,2,4350,white
2050,Bachelors,2017,Pune,3,30.0,Male,No,2,2050,yellow
3435,Bachelors,2017,Bangalore,3,36.0,Male,No,1,3435,white
3092,Bachelors,2016,Bangalore,3,40.0,Female,No,1,3092,white
3964,Bachelors,2014,Pune,3,35.0,Male,No,6,3964,white
4514,Masters,2018,New Delhi,3,35.0,Female,No,2,4514,white
2459,Masters,2014,New Delhi,3,32.0,Male,Yes,2,2459,black
3620,Bachelors,2018,Pune,2,35.0,Female,No,4,3620,white
1596,Bachelors,2014,Pune,3,29.0,Male,No,5,1596,white
2940,Bachelors,2012,Bangalore,3,30.0,Male,No,0,2940,white
4215,Bachelors,2014,Bangalore,3,29.0,Male,No,5,4215,black
3983,Masters,2013,New Delhi,1,42.0,Male,No,5,3983,white
2885,Masters,2015,Pune,2,32.0,Female,No,1,2885,black
249,Masters,2015,New Delhi,3,28.0,Female,No,4,249,white
637,Bachelors,2015,Bangalore,1,27.0,Female,Yes,3,637,white
2394,Masters,2017,New Delhi,2,29.0,Male,No,5,2394,white
2580,Bachelors,2017,New Delhi,2,28.0,Female,No,4,2580,white
3118,Bachelors,2015,Pune,3,39.0,Male,No,1,3118,black
2319,Bachelors,2015,Pune,2,29.0,Female,No,5,2319,white
343,Bachelors,2016,Bangalore,3,25.0,Male,Yes,2,343,white
2325,Bachelors,2013,Bangalore,3,29.0,Male,No,5,2325,white
465,Masters,2013,Bangalore,3,29.0,Female,Yes,2,465,white
573,Bachelors,2017,Bangalore,3,26.0,Male,No,3,573,white
2327,Masters,2017,New Delhi,2,32.0,Male,Yes,2,2327,white
4360,Bachelors,2017,New Delhi,3,29.0,Female,No,1,4360,white
2415,Bachelors,2015,Pune,2,29.0,Female,Yes,5,2415,white
22,Bachelors,2017,New Delhi,2,37.0,Male,No,3,22,white
759,Bachelors,2015,Pune,2,27.0,Female,No,3,759,white
51,Bachelors,2015,Pune,2,27.0,Female,No,4,51,white
835,Masters,2015,New Delhi,3,30.0,Female,No,1,835,white
2133,Bachelors,2015,Pune,2,28.0,Female,Yes,5,2133,black
2892,Bachelors,2018,Bangalore,3,31.0,Male,No,3,2892,black
3655,Bachelors,2016,Bangalore,3,35.0,Male,No,3,3655,black
3532,Bachelors,2014,Bangalore,3,39.0,Male,No,3,3532,white
1186,Bachelors,2018,Bangalore,3,30.0,Male,No,2,1186,white
2557,Bachelors,2012,Bangalore,3,30.0,Male,Yes,2,2557,white
1140,Masters,2017,New Delhi,2,30.0,Female,No,2,1140,white
2617,Bachelors,2016,Pune,3,29.0,Male,No,5,2617,white
352,Bachelors,2012,Pune,3,27.0,Male,No,4,352,white
4155,Masters,2015,Pune,2,41.0,Female,No,2,4155,white
1696,Masters,2017,Pune,2,27.0,Male,No,3,1696,white
3245,Bachelors,2014,Bangalore,3,36.0,Male,No,1,3245,white
1642,Bachelors,2013,New Delhi,3,28.0,Male,No,4,1642,white
7,Bachelors,2016,Bangalore,3,36.0,Female,No,2,7,black
3096,Bachelors,2012,Bangalore,1,37.0,Male,No,3,3096,black
3637,Bachelors,2017,Bangalore,3,40.0,Male,No,3,3637,black
513,Bachelors,2014,Bangalore,3,25.0,Male,No,2,513,white
1448,Bachelors,2013,Bangalore,3,25.0,Female,No,2,1448,white
1195,Bachelors,2014,Bangalore,3,29.0,Male,No,4,1195,white
247,Bachelors,2015,Bangalore,3,28.0,Male,No,5,247,white
2678,Bachelors,2017,Pune,2,28.0,Male,No,4,2678,white
235,Bachelors,2015,Bangalore,3,25.0,Male,No,2,235,white
1017,Bachelors,2017,Bangalore,1,25.0,Male,No,2,1017,white
3077,Bachelors,2015,Pune,2,37.0,Female,No,0,3077,white
949,Bachelors,2013,Bangalore,3,30.0,Female,No,1,949,black
3197,PHD,2015,New Delhi,3,35.0,Female,No,4,3197,white
3349,Bachelors,2017,Bangalore,3,35.0,Female,Yes,0,3349,white
3614,Bachelors,2015,Bangalore,3,33.0,Female,No,4,3614,white
2586,Bachelors,2015,Bangalore,3,28.0,Female,No,5,2586,white
1870,Bachelors,2016,Bangalore,3,25.0,Male,No,2,1870,black
4275,Masters,2013,New Delhi,2,34.0,Male,Yes,2,4275,black
1068,Bachelors,2017,New Delhi,2,25.0,Female,No,2,1068,black
3045,Bachelors,2013,Bangalore,3,39.0,Female,No,5,3045,white
3533,Bachelors,2013,Pune,3,41.0,Female,No,2,3533,black
708,Bachelors,2013,Pune,2,27.0,Female,No,3,708,white
3515,Masters,2015,Pune,2,35.0,Female,No,4,3515,white
4426,Bachelors,2014,Bangalore,3,34.0,Male,No,1,4426,white
4287,Bachelors,2017,Pune,3,39.0,Male,No,2,4287,white
2811,Bachelors,2017,Bangalore,3,30.0,Male,No,4,2811,black
1108,Bachelors,2014,Bangalore,3,25.0,Male,No,2,1108,white
1246,Bachelors,2016,Bangalore,3,30.0,Male,No,5,1246,white
4137,Bachelors,2012,Bangalore,3,39.0,Male,No,2,4137,black
2919,Bachelors,2014,Bangalore,3,28.0,Male,No,4,2919,black
2582,Bachelors,2017,Pune,2,29.0,Female,No,5,2582,white
3775,Masters,2017,Bangalore,2,42.0,Male,Yes,2,3775,white
1542,Bachelors,2013,Bangalore,3,27.0,Male,No,3,1542,white
1784,Bachelors,2015,Bangalore,3,28.0,Male,Yes,5,1784,black
888,Bachelors,2015,New Delhi,3,25.0,Female,No,2,888,white
1890,Bachelors,2013,Bangalore,1,29.0,Female,No,5,1890,black
3640,Bachelors,2015,Pune,2,42.0,Female,Yes,5,3640,white
1701,Bachelors,2014,Pune,2,29.0,Female,No,0,1701,black
3797,Bachelors,2013,Pune,3,34.0,Male,No,1,3797,black
2454,Bachelors,2017,Pune,3,28.0,Female,No,4,2454,white
3508,Bachelors,2014,Bangalore,3,36.0,Female,No,2,3508,black
632,Masters,2012,Pune,3,29.0,Male,No,5,632,white
4576,Bachelors,2013,Pune,3,25.0,Male,Yes,2,4576,white
3269,Bachelors,2015,Bangalore,3,34.0,Male,No,0,3269,black
2933,Bachelors,2017,Bangalore,3,28.0,Male,No,5,2933,white
1098,Bachelors,2012,New Delhi,3,29.0,Male,No,3,1098,white
3599,Bachelors,2015,Pune,2,34.0,Female,No,3,3599,white
2189,Bachelors,2014,New Delhi,3,31.0,Female,No,1,2189,white
4283,Bachelors,2013,New Delhi,3,27.0,Female,No,3,4283,white
1756,Bachelors,2017,New Delhi,2,29.0,Female,No,5,1756,black
815,Masters,2017,Bangalore,2,26.0,Female,Yes,3,815,white
1090,Bachelors,2018,Pune,2,29.0,Female,No,5,1090,white
4598,Bachelors,2018,Bangalore,3,33.0,Male,No,0,4598,black
2203,Bachelors,2015,Pune,3,29.0,Male,Yes,2,2203,white
945,Bachelors,2015,Pune,2,27.0,Female,No,4,945,white
1671,Bachelors,2017,Bangalore,3,25.0,Female,No,2,1671,black
2720,Bachelors,2017,New Delhi,3,30.0,Female,No,3,2720,white
2866,Masters,2016,New Delhi,3,32.0,Male,No,3,2866,white
4073,Masters,2015,Pune,2,35.0,Female,No,2,4073,white
3909,Bachelors,2016,Bangalore,3,41.0,Female,No,0,3909,white
1748,Bachelors,2014,Pune,2,28.0,Male,No,5,1748,white
3478,Bachelors,2013,New Delhi,1,39.0,Female,No,1,3478,white
2231,Masters,2015,New Delhi,3,27.0,Male,No,4,2231,white
610,Bachelors,2017,Pune,3,28.0,Female,No,5,610,white
4248,Masters,2017,New Delhi,2,23.0,Male,No,0,4248,white
1898,Bachelors,2017,New Delhi,2,30.0,Female,No,2,1898,white
2928,Bachelors,2015,Pune,3,30.0,Male,No,0,2928,white
4401,Bachelors,2014,Pune,2,33.0,Female,No,0,4401,white
2366,Masters,2017,New Delhi,2,31.0,Female,No,2,2366,yellow
4639,Bachelors,2017,Bangalore,3,30.0,Male,No,0,4639,white
2208,Bachelors,2012,Bangalore,3,27.0,Male,No,4,2208,black
1214,Bachelors,2012,Bangalore,3,28.0,Male,No,4,1214,white
2409,Bachelors,2014,New Delhi,3,30.0,Female,No,2,2409,white
1075,Bachelors,2012,Bangalore,3,26.0,Male,No,3,1075,white
4551,Masters,2017,New Delhi,2,27.0,Female,No,3,4551,white
94,Bachelors,2014,Bangalore,3,40.0,Male,No,3,94,white
4411,Bachelors,2017,Bangalore,3,29.0,Male,No,5,4411,white
4595,Bachelors,2014,Bangalore,3,32.0,Male,No,1,4595,black
1279,Bachelors,2014,Pune,3,27.0,Female,No,3,1279,white
333,Bachelors,2016,Pune,3,28.0,Male,No,4,333,white
4330,Bachelors,2014,New Delhi,3,37.0,Female,No,5,4330,white
2506,Masters,2018,New Delhi,3,28.0,Male,Yes,5,2506,white
3819,Bachelors,2018,Pune,3,40.0,Male,No,3,3819,white
4250,Bachelors,2015,Bangalore,3,39.0,Male,No,1,4250,white
2716,Bachelors,2012,New Delhi,1,29.0,Female,No,5,2716,white
1320,Bachelors,2017,New Delhi,2,28.0,Male,No,5,1320,white
508,Masters,2017,Pune,3,26.0,Male,No,3,508,white
331,Bachelors,2013,Pune,2,29.0,Female,No,1,331,black
447,Bachelors,2013,Pune,2,27.0,Male,No,3,447,yellow
4608,Bachelors,2015,Bangalore,3,41.0,Male,No,2,4608,white
974,Bachelors,2018,Bangalore,3,25.0,Male,No,2,974,red
778,Bachelors,2016,Bangalore,3,26.0,Male,No,3,778,black
1565,Bachelors,2013,Bangalore,3,27.0,Female,No,3,1565,white
1044,Bachelors,2013,Bangalore,3,30.0,Male,No,1,1044,white
3290,Bachelors,2013,Bangalore,2,39.0,Female,No,1,3290,white
2292,Bachelors,2015,Pune,2,29.0,Female,No,1,2292,white
653,Bachelors,2014,Bangalore,3,30.0,Female,No,3,653,white
346,Bachelors,2012,Pune,2,28.0,Female,No,5,346,white
126,Bachelors,2013,Bangalore,3,29.0,Male,No,1,126,white
2974,Bachelors,2015,Bangalore,3,28.0,Female,No,5,2974,white
2387,Bachelors,2014,New Delhi,3,28.0,Female,No,5,2387,black
2895,Bachelors,2017,New Delhi,2,30.0,Male,No,2,2895,white
1018,Bachelors,2014,New Delhi,3,29.0,Female,No,5,1018,white
1469,Bachelors,2017,Pune,2,29.0,Male,No,0,1469,black
1800,Bachelors,2016,Bangalore,3,29.0,Male,No,5,1800,white
1725,Masters,2017,New Delhi,2,29.0,Female,No,2,1725,white
973,Bachelors,2013,Pune,2,26.0,Female,No,2,973,white
4355,Bachelors,2017,New Delhi,2,42.0,Female,No,5,4355,black
3951,Bachelors,2016,Bangalore,3,40.0,Female,No,4,3951,black
1358,Masters,2017,New Delhi,3,30.0,Male,No,5,1358,black
1520,Bachelors,2017,New Delhi,3,30.0,Female,No,0,1520,white
2598,Bachelors,2013,New Delhi,3,29.0,Female,Yes,5,2598,black
4482,Bachelors,2014,Bangalore,3,33.0,Male,No,0,4482,white
4332,Bachelors,2016,Pune,1,34.0,Male,No,2,4332,white
3301,Bachelors,2016,Bangalore,3,36.0,Male,Yes,2,3301,white
483,Bachelors,2012,Bangalore,3,28.0,Female,No,4,483,white
2935,Bachelors,2017,Bangalore,1,31.0,Female,No,5,2935,white
2448,Bachelors,2016,Bangalore,3,32.0,Male,No,1,2448,white
262,Masters,2018,Bangalore,3,26.0,Male,No,2,262,white
2362,Bachelors,2017,Bangalore,3,30.0,Male,No,1,2362,white
518,Bachelors,2018,Pune,3,26.0,Male,Yes,3,518,white
991,Bachelors,2014,New Delhi,3,25.0,Female,No,2,991,white
2868,Bachelors,2012,Pune,2,28.0,Female,No,5,2868,black
3893,Bachelors,2018,Bangalore,3,37.0,Female,No,2,3893,white
943,Bachelors,2018,Bangalore,3,27.0,Male,No,3,943,white
1591,Bachelors,2014,Bangalore,3,26.0,Male,No,2,1591,black
450,Bachelors,2013,Pune,3,28.0,Male,No,4,450,white
3204,PHD,2013,Pune,3,36.0,Male,No,0,3204,white
3049,Bachelors,2017,Bangalore,3,35.0,Male,No,2,3049,white
3881,Bachelors,2017,Pune,2,42.0,Male,No,4,3881,white
4517,Bachelors,2013,Bangalore,3,24.0,Female,Yes,1,4517,black
1355,Masters,2012,New Delhi,3,30.0,Male,No,2,1355,white
1924,Bachelors,2012,Bangalore,3,25.0,Female,No,2,1924,black
1311,Bachelors,2013,Bangalore,3,27.0,Female,No,4,1311,white
3784,Bachelors,2012,Pune,3,40.0,Male,No,5,3784,white
393,Bachelors,2014,Pune,2,27.0,Male,No,4,393,black
4569,PHD,2017,New Delhi,3,32.0,Female,No,5,4569,black
3331,Bachelors,2014,Bangalore,3,32.0,Male,No,1,3331,black
675,Bachelors,2017,Pune,2,27.0,Female,No,3,675,white
823,Bachelors,2017,Bangalore,3,25.0,Male,No,2,823,white
1613,Bachelors,2014,Bangalore,3,26.0,Male,No,3,1613,white
2923,Bachelors,2015,Pune,2,29.0,Female,No,0,2923,white
3580,Bachelors,2016,Bangalore,3,39.0,Male,Yes,1,3580,black
3264,Masters,2016,New Delhi,3,34.0,Female,No,1,3264,white
2349,PHD,2016,Bangalore,3,29.0,Male,No,5,2349,white
3190,Bachelors,2017,Pune,3,38.0,Male,No,0,3190,white
4349,Bachelors,2014,Bangalore,3,27.0,Male,No,4,4349,white
479,Masters,2013,New Delhi,2,27.0,Male,No,3,479,white
3173,Bachelors,2013,Bangalore,3,42.0,Male,No,2,3173,white
560,Bachelors,2015,Pune,2,30.0,Female,No,3,560,white
2911,Bachelors,2013,New Delhi,3,30.0,Female,No,1,2911,white
3090,Bachelors,2012,Bangalore,3,37.0,Female,No,1,3090,black
1876,Masters,2014,Bangalore,3,28.0,Male,No,5,1876,white
2622,Bachelors,2018,New Delhi,3,30.0,Female,No,2,2622,yellow
2820,Bachelors,2012,Bangalore,3,30.0,Male,No,2,2820,black
2023,Masters,2013,New Delhi,2,31.0,Female,No,2,2023,white
1212,Bachelors,2015,Pune,2,28.0,Female,No,5,1212,black
1342,Bachelors,2017,New Delhi,2,28.0,Male,No,5,1342,white
4163,Bachelors,2013,New Delhi,3,25.0,Female,No,1,4163,white
2230,PHD,2015,Bangalore,3,31.0,Female,No,1,2230,white
841,Masters,2015,Pune,2,26.0,Female,No,3,841,white
1569,Bachelors,2016,Pune,3,28.0,Male,No,5,1569,white
2671,Bachelors,2015,Pune,2,29.0,Female,Yes,5,2671,black
1730,Bachelors,2017,Bangalore,3,25.0,Female,No,2,1730,white
2036,Bachelors,2013,New Delhi,3,31.0,Female,No,1,2036,black
4012,Masters,2018,Pune,3,29.0,Male,No,5,4012,black
245,Bachelors,2014,Pune,2,26.0,Female,No,2,245,white
2947,Bachelors,2017,New Delhi,2,29.0,Male,No,5,2947,white
3947,Bachelors,2015,Bangalore,3,35.0,Female,No,2,3947,white
40,Bachelors,2015,Bangalore,3,38.0,Male,No,1,40,white
4564,Bachelors,2017,Bangalore,3,25.0,Female,No,2,4564,black
2343,Bachelors,2013,Bangalore,3,32.0,Female,No,1,2343,white
3818,Bachelors,2013,Pune,3,33.0,Male,No,5,3818,white
662,Masters,2017,New Delhi,2,30.0,Male,No,2,662,white
1014,Masters,2015,New Delhi,3,26.0,Male,No,2,1014,white
4367,Bachelors,2018,Pune,2,35.0,Female,No,4,4367,white
285,Masters,2017,New Delhi,2,29.0,Female,No,5,285,white
3883,Bachelors,2014,New Delhi,3,34.0,Female,No,4,3883,black
2406,Bachelors,2013,Bangalore,3,28.0,Male,No,4,2406,white
3733,Bachelors,2015,Bangalore,3,33.0,Female,No,5,3733,white
1407,Masters,2017,New Delhi,2,29.0,Female,No,2,1407,white
2900,PHD,2014,Bangalore,3,29.0,Male,No,5,2900,white
104,Bachelors,2017,New Delhi,3,30.0,Male,No,2,104,white
234,Masters,2015,Pune,2,27.0,Female,No,3,234,white
2742,Masters,2017,Pune,2,29.0,Male,No,5,2742,black
2241,Masters,2017,New Delhi,2,29.0,Male,No,5,2241,white
1855,Bachelors,2015,New Delhi,3,26.0,Female,No,3,1855,white
616,Bachelors,2017,New Delhi,2,27.0,Male,No,4,616,white
4216,PHD,2015,New Delhi,2,41.0,Female,No,5,4216,white
1048,Bachelors,2018,Bangalore,3,27.0,Male,Yes,3,1048,white
1055,Bachelors,2015,Pune,3,27.0,Female,No,3,1055,white
453,Bachelors,2015,New Delhi,3,27.0,Male,No,3,453,white
4591,Bachelors,2015,Bangalore,3,29.0,Male,No,1,4591,white
1940,Masters,2016,New Delhi,3,28.0,Male,No,5,1940,white
2681,Bachelors,2015,Pune,2,27.0,Female,No,4,2681,black
2432,Bachelors,2016,New Delhi,3,30.0,Female,Yes,2,2432,black
4081,Bachelors,2014,Pune,3,28.0,Male,No,5,4081,white
2897,Bachelors,2016,New Delhi,1,31.0,Female,No,1,2897,white
4068,Bachelors,2012,Bangalore,3,40.0,Female,No,0,4068,black
2761,Bachelors,2018,Bangalore,3,30.0,Male,Yes,1,2761,white
1541,Bachelors,2012,Bangalore,3,27.0,Male,No,4,1541,white
950,Bachelors,2013,Pune,3,26.0,Female,No,2,950,white
1582,Bachelors,2017,Bangalore,3,29.0,Male,No,1,1582,white
89,Masters,2012,New Delhi,3,34.0,Male,No,2,89,black
3400,Bachelors,2018,Bangalore,3,43.0,Male,No,4,3400,white
2355,Masters,2017,New Delhi,2,31.0,Female,No,1,2355,white
1310,Bachelors,2015,Bangalore,3,27.0,Male,No,3,1310,white
1371,Bachelors,2015,Pune,3,25.0,Male,No,2,1371,black
3273,Bachelors,2012,Pune,2,34.0,Male,No,1,3273,black
1170,Bachelors,2014,Bangalore,3,29.0,Male,No,5,1170,white
4403,Bachelors,2014,Bangalore,1,32.0,Female,No,5,4403,black
2969,Bachelors,2014,Pune,3,31.0,Male,No,0,2969,black
4182,Masters,2017,Pune,2,26.0,Male,No,2,4182,black
2431,Bachelors,2016,New Delhi,3,28.0,Female,No,5,2431,white
690,Bachelors,2014,Pune,3,27.0,Male,No,3,690,black
2756,Bachelors,2015,New Delhi,3,32.0,Female,Yes,1,2756,white
3567,PHD,2016,New Delhi,3,42.0,Male,No,1,3567,black
